card_id,well_id,actual_condition,predicted_condition,confidence,prob_normal,prob_rod_floating,prob_fluid_pound,prob_gas_interference,risk_score,severity,split,engineering_explanation,recommended_action,contributing_factors
9ce29185,WELL-012,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,84.2,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (707 cP) and pumping speed (10.0 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (706.6 cP) increases rod downstroke fluid drag; High pumping speed (10.0 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (115.7 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=131.6).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.0 SPM to 7.5 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (706.6 cP) increases rod downstroke fluid drag | High pumping speed (10.0 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (115.7 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=131.6)
73aecd96,WELL-018,Fluid Pound,Fluid Pound,0.9991,0.0,0.0009,0.9991,0.0,90.9,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1085 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1085 ft above pump) indicates pump-off condition; Low pump submergence ratio (19.1%); Sharp fluid-surface impact shock detected (slope_z=141.7).",IMMEDIATE ACTION: Throttle pump speed from 7.2 SPM to 5.0 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1085 ft above pump) indicates pump-off condition | Low pump submergence ratio (19.1%) | Sharp fluid-surface impact shock detected (slope_z=141.7)
a1320b9b,WELL-013,Rod Floating,Rod Floating,0.9996,0.0004,0.9996,0.0,0.0,78.8,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (771 cP) and pumping speed (9.6 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (771.3 cP) increases rod downstroke fluid drag; High pumping speed (9.6 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (114.5 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=60.1).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.6 SPM to 7.2 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (771.3 cP) increases rod downstroke fluid drag | High pumping speed (9.6 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (114.5 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=60.1)
8a2e9959,WELL-001,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,69.9,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (504 cP) and pumping speed (9.4 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: High pumping speed (9.4 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=125.1).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.4 SPM to 7.0 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,High pumping speed (9.4 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=125.1)
a0c78a12,WELL-018,Normal,Normal,0.9855,0.9855,0.0011,0.0,0.0134,5.4,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
bd0f9aaf,WELL-010,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,77.3,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (663 cP) and pumping speed (10.2 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (662.7 cP) increases rod downstroke fluid drag; High pumping speed (10.2 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=118.8).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.2 SPM to 7.6 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (662.7 cP) increases rod downstroke fluid drag | High pumping speed (10.2 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=118.8)
40f97c86,WELL-011,Gas Interference,Gas Interference,0.6894,0.3097,0.0,0.0008,0.6894,30.5,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (3771 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (3771 lbf) reflects cushioned valve response
c474b605,WELL-016,Gas Interference,Gas Interference,0.5559,0.4429,0.0,0.0012,0.5559,16.7,Low,val,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Operating parameters within nominal thresholds.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,
a556b3bc,WELL-005,Gas Interference,Gas Interference,0.5963,0.4029,0.0002,0.0005,0.5963,23.0,Low,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (4939 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (4939 lbf) reflects cushioned valve response
a3c58ec4,WELL-016,Normal,Normal,0.994,0.994,0.004,0.0,0.0019,4.0,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
53907eaf,WELL-018,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,79.0,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (726 cP) and pumping speed (9.4 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (726.5 cP) increases rod downstroke fluid drag; High pumping speed (9.4 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=173.1).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.4 SPM to 7.0 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (726.5 cP) increases rod downstroke fluid drag | High pumping speed (9.4 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=173.1)
a4901658,WELL-018,Fluid Pound,Fluid Pound,0.9999,0.0,0.0001,0.9999,0.0,92.2,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (980 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (980 ft above pump) indicates pump-off condition; Low pump submergence ratio (17.3%); Sharp fluid-surface impact shock detected (slope_z=113.7).",IMMEDIATE ACTION: Throttle pump speed from 7.6 SPM to 5.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (980 ft above pump) indicates pump-off condition | Low pump submergence ratio (17.3%) | Sharp fluid-surface impact shock detected (slope_z=113.7)
75c6c7db,WELL-006,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,84.0,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1698 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1698 ft above pump) indicates pump-off condition; Low pump submergence ratio (33.2%); Sharp fluid-surface impact shock detected (slope_z=100.8).",IMMEDIATE ACTION: Throttle pump speed from 4.8 SPM to 3.4 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1698 ft above pump) indicates pump-off condition | Low pump submergence ratio (33.2%) | Sharp fluid-surface impact shock detected (slope_z=100.8)
68a6d211,WELL-003,Normal,Normal,0.9873,0.9873,0.0119,0.0,0.0008,3.9,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
67d7fa85,WELL-020,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,83.9,Critical,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1674 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1674 ft above pump) indicates pump-off condition; Low pump submergence ratio (28.3%); Sharp fluid-surface impact shock detected (slope_z=97.9).",IMMEDIATE ACTION: Throttle pump speed from 4.8 SPM to 3.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1674 ft above pump) indicates pump-off condition | Low pump submergence ratio (28.3%) | Sharp fluid-surface impact shock detected (slope_z=97.9)
b2e6ed63,WELL-016,Rod Floating,Rod Floating,0.9995,0.0005,0.9995,0.0,0.0,69.1,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (827 cP) and pumping speed (7.9 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (827.1 cP) increases rod downstroke fluid drag; High pumping speed (7.9 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=48.6).,IMMEDIATE ACTION: Reduce VFD stroke speed from 7.9 SPM to 5.9 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (827.1 cP) increases rod downstroke fluid drag | High pumping speed (7.9 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=48.6)
d4a79917,WELL-003,Rod Floating,Rod Floating,0.9996,0.0004,0.9996,0.0,0.0,75.9,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (873 cP) and pumping speed (7.8 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (873.1 cP) increases rod downstroke fluid drag; High pumping speed (7.8 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (110.9 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=57.9).,IMMEDIATE ACTION: Reduce VFD stroke speed from 7.8 SPM to 5.9 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (873.1 cP) increases rod downstroke fluid drag | High pumping speed (7.8 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (110.9 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=57.9)
b4a53ca2,WELL-011,Normal,Normal,0.9688,0.9688,0.0286,0.0,0.0026,4.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
b95a2a81,WELL-015,Gas Interference,Gas Interference,0.8702,0.129,0.0,0.0008,0.8702,41.3,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (2817 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (2817 lbf) reflects cushioned valve response
92857b8c,WELL-019,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,96.0,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (759 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (759 ft above pump) indicates pump-off condition; Low pump submergence ratio (13.1%); Sharp fluid-surface impact shock detected (slope_z=131.7).",IMMEDIATE ACTION: Throttle pump speed from 5.1 SPM to 3.6 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (759 ft above pump) indicates pump-off condition | Low pump submergence ratio (13.1%) | Sharp fluid-surface impact shock detected (slope_z=131.7)
